,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.Chr03.1883,2456,1821,2006,3654,1842,2062,2005,1615,2698,1414,1666,1642,1563,1432,2125,1897,1556,1436
evm.TU.Chr03.1884,5,4,127,85,47,2,0,16,61,10,19,25,11,8,6,51,5,14
evm.TU.Chr03.1885,3145,2899,2521,2832,2422,2416,2325,2167,4496,2616,2338,2990,2122,2048,2848,2399,2724,2633
evm.TU.Chr03.1886,1013,928,900,1134,731,709,619,657,665,877,679,744,403,478,763,686,598,990
evm.TU.Chr03.1887,189,192,110,133,167,169,286,223,278,198,242,283,175,177,228,210,161,135
evm.TU.Chr03.1888,1868,2223,2111,2339,2414,2397,2759,1906,2484,2026,2164,2319,2072,2122,2151,1828,2227,1790
evm.TU.Chr03.1889,976,585,127,56,189,254,151,187,283,133,277,144,145,255,118,110,134,130
evm.TU.Chr03.1890,575,1167,405,368,501,879,362,447,768,767,281,414,752,407,748,622,397,485
evm.TU.Chr03.1891,863,186,447,308,4584,508,644,111,413,221,642,608,174,345,199,175,451,231
evm.TU.Chr03.1892,2253,3684,1873,1084,3137,3567,3213,3012,3355,3310,4227,3643,2705,3728,2537,2560,2737,2724
evm.TU.Chr03.1893,4471,8120,4313,2930,6332,6955,6372,4665,6589,6696,7827,6908,5375,6673,6864,5324,6018,5198
evm.TU.Chr03.1896,190,374,153,214,171,274,78,249,268,95,172,329,80,152,139,388,182,104
evm.TU.Chr03.1897,471,880,1706,451,1556,2531,572,1776,1712,410,2310,1377,1244,1704,2052,2831,2520,537
evm.TU.Chr03.1899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
evm.TU.Chr03.1900,5,0,0,0,0,3,0,0,12,13,0,1,4,1,0,0,0,0
evm.TU.Chr03.1902,53,65,36,0,156,0,0,222,260,278,0,665,28,0,292,0,8,0
evm.TU.Chr03.1903,250,237,0,0,42,53,0,479,403,432,61,340,57,23,70,0,76,1
evm.TU.Chr03.1904,7,2,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0
evm.TU.Chr03.1905,10,2,0,0,0,0,0,3,18,19,0,0,0,0,0,0,0,0
evm.TU.Chr03.1906,1090,1136,687,449,1934,795,1515,2052,861,1288,732,943,743,850,750,916,1105,926
evm.TU.Chr03.1910,2602,2476,1378,745,981,948,2237,1655,4357,1112,1164,1816,4129,521,939,1238,578,1563
evm.TU.Chr03.1911,4317,7848,5817,2335,7606,11705,6721,7566,6992,6270,10054,7318,4902,9636,10939,7469,7065,4866
evm.TU.Chr03.1912,3135,2788,1838,3656,2383,2456,2401,2117,3068,1993,2392,3035,1647,2145,2953,1766,2689,2272
evm.TU.Chr03.1913,140,381,367,467,181,739,453,317,550,500,524,255,600,465,325,657,374,456
evm.TU.Chr03.1914,971,2653,822,1986,119,2353,2725,2279,838,10718,1144,532,817,1389,599,1412,1430,744
evm.TU.Chr03.1916,0,0,2,0,0,26,0,0,3,78,18,0,0,22,0,2,4,0
evm.TU.Chr03.1918,19,700,59,26,8,516,115,548,455,190,253,551,925,278,383,941,11,388
evm.TU.Chr03.1919,164,0,141,0,0,155,143,0,0,0,234,210,0,149,0,0,1,427
evm.TU.Chr03.1920,2,87,813,8,376,368,1,80,119,0,316,1512,275,249,584,213,9,747
evm.TU.Chr03.1921,3207,4372,3160,2397,3287,3182,3244,3407,3713,2764,3070,3544,2779,2421,3780,3701,3524,1589
evm.TU.Chr03.1922,3525,6276,5756,4897,4215,5445,5364,5722,4925,4322,6040,4695,3274,3446,4246,3877,5038,3955
evm.TU.Chr03.1923,3063,3865,3038,2775,2786,3403,2545,3092,3468,2469,3699,2931,2421,2242,3174,2852,4075,2465
evm.TU.Chr03.1924,1147,1748,1426,1216,1648,1586,1747,1043,1305,1243,1172,1538,1068,1058,1458,1337,1519,1219
evm.TU.Chr03.1925,1641,405,535,1232,366,881,225,356,657,595,325,326,268,567,499,494,486,499
evm.TU.Chr03.1926,3771,4093,3038,2951,3542,4154,3772,3107,3590,3769,4260,4244,3427,4391,3120,3222,4140,3456
evm.TU.Chr03.1927,5142,7725,12151,4768,10021,13541,8438,10884,12492,8069,10281,11865,9002,8801,13230,9907,9043,8483
evm.TU.Chr03.1928,2250,2250,2575,1782,2873,3689,3378,2915,3014,2673,3030,3135,2717,2722,3089,2644,2793,2822
evm.TU.Chr03.1929,5367,4286,5081,5274,4139,5310,4577,3544,4804,4779,5448,5042,4698,4121,4228,3972,3565,4659
evm.TU.Chr03.1930,2183,2742,2877,1675,2594,3619,2885,2425,3112,2542,3039,3301,2410,2988,3030,2616,3075,2131
evm.TU.Chr03.1931,2,20,13,32,2,7,0,3,2,4,4,11,0,1,4,3,15,7
evm.TU.Chr03.1932,15487,16406,14117,13019,12985,21948,13786,13553,16748,11310,16709,18968,12124,14827,15242,13044,14853,12251
evm.TU.Chr03.1933,4667,4415,3641,4868,3796,4470,3968,3872,4021,3476,3939,4593,2614,3946,4471,3862,3858,3596
evm.TU.Chr03.1934,3947,2532,2877,2061,3223,4198,3237,3184,3327,2921,3173,3607,2910,3216,3160,2630,3292,3136
evm.TU.Chr03.1936,66208,20168,9644,31935,11919,12731,12239,16486,11049,8391,14952,11716,9130,16924,8568,14096,12594,12900
evm.TU.Chr03.1937,391,229,138,185,680,296,92,234,310,157,307,128,144,319,783,212,283,145
evm.TU.Chr03.1938,1379,2192,1736,1207,1701,2492,2299,2091,2053,1054,2334,2277,1777,2373,1329,2234,1894,1621
evm.TU.Chr03.1939,46,59,79,16,31,120,39,18,41,15,308,202,134,182,39,169,27,145
evm.TU.Chr03.1940,0,19,2,0,0,15,0,0,2,5,11,55,85,9,4,13,0,5
evm.TU.Chr03.1941,441,310,520,371,339,613,525,447,208,329,367,457,171,341,433,416,386,336
evm.TU.Chr03.1942,1020,827,805,958,912,1151,1034,1060,962,702,1080,940,833,761,922,868,921,937
evm.TU.Chr03.1943,273,401,892,81,584,260,301,639,370,94,252,270,194,175,70,216,211,130
evm.TU.Chr03.1944,0,0,0,0,0,1,85,0,0,1,0,0,0,0,0,0,0,0
evm.TU.Chr03.1945,68,15,4,75,3,4,21,3,39,2,5,30,1,2,26,157,79,1
evm.TU.Chr03.1946,79,57,114,54,74,207,98,148,109,96,213,107,109,148,82,144,103,114
evm.TU.Chr03.1947,1901,1552,1354,842,232,1430,1959,1467,1372,558,464,1289,1049,1062,382,701,302,217
evm.TU.Chr03.1948,638,377,421,0,0,302,617,444,324,0,0,324,210,279,0,99,0,0
evm.TU.Chr03.1949,3185,3623,3573,4347,3767,4288,2875,3742,3963,1978,3173,2522,2712,2652,2546,3690,3249,3099
evm.TU.Chr03.1950,88,31,178,77,40,69,91,48,57,88,68,88,15,48,62,108,59,75
evm.TU.Chr03.1951,3627,5248,4140,3741,4498,5089,4207,4833,5766,2321,4046,2745,4210,3346,2619,4748,3480,3945
evm.TU.Chr03.1952,17,126,3,22,122,8,230,2,139,0,12,3,5,2,118,2,39,0
evm.TU.Chr03.1953,555,483,36,1086,422,22,1449,3,2428,13,14,37,428,7,504,1430,1760,34
evm.TU.Chr03.1954,862,1202,1267,1006,1526,1517,1178,1289,1273,1270,1280,1365,889,1110,1364,830,1257,1060
evm.TU.Chr03.1955,69135,46794,55875,145167,47828,59554,46998,37966,46033,60637,54639,59090,66475,51052,49086,55237,50852,48052
evm.TU.Chr03.1956,2107,1397,1708,3070,1470,2925,2433,1412,1644,1446,1487,1601,1570,1259,1762,2416,1896,1519
evm.TU.Chr03.1957,1062,1113,1125,1160,971,1509,1281,1084,1530,1005,1003,1312,877,1067,981,1235,1653,981
evm.TU.Chr03.1958,1,6,6,1,4,16,10,34,18,0,2,2,11,0,12,0,19,6
evm.TU.Chr03.1959,13,34,0,19,2,21,8,9,46,1,0,17,8,4,45,2,45,1
evm.TU.Chr03.1961,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,28,0
evm.TU.Chr03.1962,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
evm.TU.Chr03.1963,13,0,32,2,16,0,0,39,0,2,9,20,0,0,18,52,76,62
evm.TU.Chr03.1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
evm.TU.Chr03.1965,4184,3268,3319,4377,3801,4208,3255,2922,4138,3492,4335,4235,3654,4203,2855,2927,3671,3783
evm.TU.Chr03.1966,137,235,89,208,146,140,161,164,481,165,131,228,138,154,170,102,497,101
evm.TU.Chr03.1967,1525,1681,1322,1383,1809,1548,1584,1580,2087,1707,1432,1548,1191,1524,1707,1550,1641,1728
evm.TU.Chr03.1968,30,0,11,0,5,8,26,2,5,7,1,5,38,6,32,568,7,13
evm.TU.Chr03.1969,869,1152,774,968,1128,878,784,1088,967,905,819,1117,858,857,1125,1038,724,1285
evm.TU.Chr03.1970,2496,3510,2431,1228,4477,4237,4301,3480,4111,3614,5132,4306,3830,5090,3449,3359,3963,4258
evm.TU.Chr03.1971,334,561,334,352,487,802,465,389,683,419,679,1366,388,670,432,357,469,726
evm.TU.Chr03.1972,325,366,344,196,665,427,353,467,576,426,316,605,321,395,454,436,543,558
evm.TU.Chr03.1973,24472,18155,20114,19349,19841,21297,17565,16006,20966,17443,21502,19790,16852,18715,19894,17963,21718,16499
evm.TU.Chr03.1974,160,298,213,263,255,250,199,285,312,282,240,319,231,235,277,175,277,265
evm.TU.Chr03.1975,207,242,193,180,311,144,194,219,243,212,194,294,166,142,269,189,206,276
evm.TU.Chr03.1976,15371,18569,19868,19029,17326,21961,16136,18452,23580,18052,23711,19466,16898,20505,20921,17805,19713,16043
evm.TU.Chr03.1977,3757,4606,4906,4555,5193,6216,4670,4217,5061,4500,5000,4049,3761,4168,5550,5537,5017,4230
evm.TU.Chr03.1978,15740,19480,11267,13208,19098,13154,15011,17637,14332,12602,15514,15666,9924,17629,16695,14722,15703,13176
evm.TU.Chr03.1979,284,512,665,547,520,533,536,503,653,673,534,737,367,493,602,422,616,404
evm.TU.Chr03.1980,1563,1676,1694,1935,1552,2100,1577,1389,2048,1505,1665,1850,1258,1493,1681,1522,1615,1838
evm.TU.Chr03.1981,8151,8667,7969,10768,10434,9635,9078,7844,9441,9563,11089,10944,8103,10763,11147,8483,10521,9028
evm.TU.Chr03.1982,2783,4524,3394,3241,4642,4931,3174,2284,4033,2766,5636,4155,2486,4538,5558,2889,6389,3642
evm.TU.Chr03.1983,17985,18699,18559,16285,19247,22172,18503,17934,19801,16596,21070,19629,15226,17382,19519,18712,16204,19334
evm.TU.Chr03.1984,4174,4573,5740,1224,5830,8713,8681,4647,5139,6238,6669,5828,4862,5716,7773,4356,5271,4225
evm.TU.Chr03.1985,94,159,178,165,137,192,120,104,166,119,134,64,457,199,132,131,172,141
evm.TU.Chr03.1986,1106,915,629,441,935,691,678,675,898,1062,775,474,604,923,947,766,655,844
evm.TU.Chr03.1987,514,691,838,855,696,939,814,799,758,672,880,815,742,697,652,727,757,779
evm.TU.Chr03.1988,202,357,156,178,311,276,166,226,289,288,409,315,272,260,226,276,347,263
evm.TU.Chr03.1989,521,1047,302,432,986,646,368,466,726,713,890,872,832,640,607,899,702,663
evm.TU.Chr03.1990,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
evm.TU.Chr03.1991,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr03.1992,1669,1920,1257,1878,1701,2412,2106,1706,2640,1827,2380,2027,1943,2374,2048,1527,1837,1745
evm.TU.Chr03.1993,331,426,342,273,518,443,449,557,385,328,399,527,368,362,498,305,340,431
evm.TU.Chr03.1994,0,0,1,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0
evm.TU.Chr03.1995,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,4,2,0
evm.TU.Chr03.1996,1343,1530,1222,1037,1703,1501,1799,1385,1712,1511,1730,1959,1509,1547,1521,1448,1688,1693
evm.TU.Chr03.1997,6,15,10,23,36,21,38,3,15,15,14,18,28,7,11,20,29,45
evm.TU.Chr03.1998,12060,10568,8751,11537,12442,9496,12301,9725,12945,13146,12551,10805,10460,15905,11063,12192,14925,9383
evm.TU.Chr03.1999,4,9,9,14,9,12,15,4,20,19,22,23,8,12,22,10,33,35
evm.TU.Chr03.2000,755,824,870,1199,959,1192,1072,763,1088,783,974,940,731,927,997,603,1028,1024
evm.TU.Chr03.2001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.Chr03.2002,12,0,36,11,1,461,5,0,16,16,17,8,0,0,1,6,716,10
evm.TU.Chr03.2003,11,33,41,37,22,277,45,47,200,5,94,46,38,244,72,64,323,182
evm.TU.Chr03.2004,2,35,12,18,51,65,25,27,60,7,31,11,14,60,22,28,37,51
evm.TU.Chr03.2005,1256,910,746,1402,1424,1829,1146,785,998,2437,978,636,1601,1536,774,1248,1867,2343
evm.TU.Chr03.2006,3392,3095,2682,2373,3368,3220,2585,2751,3171,2936,3154,3355,2462,2777,3541,2814,2944,2932
evm.TU.Chr03.2007,4336,4638,3446,3922,4809,4507,3820,4587,4794,4006,4171,4442,3455,3565,5236,3605,4357,3928
evm.TU.Chr03.2008,11180,12338,8617,15455,11415,13836,12074,11273,10434,10777,11815,11498,9498,11096,12849,11240,10289,15475
evm.TU.Chr03.2009,11958,11681,11916,4641,11884,12722,14150,10430,14039,10565,13770,13771,9573,12999,16841,10039,13252,11221
evm.TU.Chr03.2010,0,2,0,0,0,0,0,0,1,0,0,9,1,0,0,0,30,2
evm.TU.Chr03.2011,575,1116,431,485,992,441,737,736,907,788,626,848,691,896,723,594,728,807
evm.TU.Chr03.2012,0,4,0,6,0,0,0,0,0,2,0,2,3,0,0,8,2,6
evm.TU.Chr03.2013,14,21,9,44,16,16,21,14,24,5,8,31,13,26,12,27,25,17
evm.TU.Chr03.2014,3130,3160,3033,5643,2474,2608,2568,4313,2262,2273,3806,2710,1375,2379,4036,2791,1989,2817
evm.TU.Chr03.2015,1982,2953,988,1333,1957,1492,1397,1636,2067,1705,2086,1319,1423,1712,1168,2739,1825,2727
evm.TU.Chr03.2016,11,24,16,5,5,13,1,7,2,7,6,14,17,6,3,2,4,18
evm.TU.Chr03.2017,1620,1787,1612,2000,1603,2370,1462,1574,1748,1619,2136,2092,1264,1760,2474,1774,1707,1405
evm.TU.Chr03.2018,0,4,7,2,6,0,0,0,19,30,3,8,5,0,2,1,3,5
evm.TU.Chr03.2019,730,837,1190,712,1134,1444,953,747,1371,1062,1316,1067,865,1339,1103,934,1065,1009
evm.TU.Chr03.2020,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,4,0,4
evm.TU.Chr03.2021,829,913,1336,1469,993,2184,1303,1219,1700,1463,1381,1390,1289,1721,1198,1171,1257,1347
evm.TU.Chr03.2022,1197,1352,1053,898,1296,1375,1271,1134,1015,795,1707,1216,548,1185,1156,1078,1027,1023
evm.TU.Chr03.2023,541,1176,769,808,1185,1098,1095,1146,1148,812,1131,1016,665,778,1359,760,794,994
evm.TU.Chr03.2024,5,0,0,103,4,4,14,0,18,106,4,15,0,0,2,5,2,0
evm.TU.Chr03.2025,1289,1591,1413,743,1362,1066,907,1842,1101,1016,1831,1085,1046,1220,1821,1889,617,1389
evm.TU.Chr03.2026,4592,10178,5487,2619,9811,7528,9392,8859,8416,8147,10253,11389,7924,9999,10099,7191,8844,7278
evm.TU.Chr03.2027,7593,6240,7280,9966,8450,9296,6657,5865,7539,5857,6809,8632,5858,6246,6731,6938,7216,6771
evm.TU.Chr03.2028,8780,8105,8550,6042,7874,9414,5847,6290,8346,7601,9539,8582,7062,6905,7930,8107,8221,7766
evm.TU.Chr03.2029,6,49,2,0,27,0,0,3,0,0,0,0,3,4,0,0,3,3
evm.TU.Chr03.2030,10,1,0,0,0,8,5,6,467,2,2,0,7,0,2,97,84,40
evm.TU.Chr03.2031,231,930,461,208,640,574,851,871,424,559,613,695,286,534,1229,688,889,543
evm.TU.Chr03.2032,22733,22123,18598,24401,18286,21209,18265,20011,23377,15433,16062,18929,11163,16878,20611,18883,19135,17854
evm.TU.Chr03.2033,659,876,449,472,878,556,644,549,674,646,651,789,373,640,590,468,497,538
evm.TU.Chr03.2034,4709,6740,5950,5023,7915,6362,6642,7114,5271,5910,5931,6707,5029,5029,6945,6151,6276,6637
evm.TU.Chr03.2035,950,786,658,520,1294,555,1642,633,517,839,1402,1308,960,983,909,805,1032,822
evm.TU.Chr03.2036,522,400,172,397,473,538,191,524,487,629,554,1081,728,686,757,482,693,715
evm.TU.Chr03.2037,1590,2137,1280,2012,2207,2553,2366,1501,1762,2424,2949,3182,2313,1938,2393,1898,2113,1347
evm.TU.Chr03.2038,753,685,934,891,993,1099,867,914,1206,880,1473,1099,741,1177,851,1050,1328,1160
evm.TU.Chr03.2039,84,52,4,231,40,4,99,43,63,29,82,37,30,21,93,87,47,58
evm.TU.Chr03.2040,83,593,144,38,497,495,576,781,397,683,517,448,407,520,627,618,477,345
evm.TU.Chr03.2041,1981,2553,2479,3577,2862,3350,2647,2633,2568,2425,3104,3060,2134,3523,2586,1855,2960,2145
evm.TU.Chr03.2042,4,0,0,0,10,0,0,0,0,0,0,6,1,0,10,0,0,0
evm.TU.Chr03.2043,2203,2967,1955,4442,2882,1819,2429,2754,3415,1549,1950,2725,2074,1648,2247,2075,1999,1466
evm.TU.Chr03.2044,1504,1573,1139,1684,1553,1418,1162,1418,1225,955,1087,1435,1447,928,1070,1150,1168,1097
evm.TU.Chr03.2045,0,0,0,7,5,4,0,2,40,1,0,10,0,10,0,3,5,2
evm.TU.Chr03.2046,112,157,199,281,164,255,222,394,237,242,157,209,78,140,272,219,249,115
evm.TU.Chr03.2047,3580,3232,4011,2904,3788,3879,3429,3722,2359,2495,2759,2683,2110,2065,3732,2852,2354,4005
evm.TU.Chr03.2048,3682,2849,3433,1745,2964,2908,2336,3624,2933,2439,2530,2498,2546,1887,2627,2127,2089,3012
evm.TU.Chr03.2049,137,127,166,108,83,92,61,243,57,85,133,120,54,74,52,53,76,199
evm.TU.Chr03.2050,0,217,2,0,0,0,0,2,0,0,0,0,0,0,0,2,7,0
evm.TU.Chr03.2051,11,1,11,1377,3,5,8,4,23,2,0,3,8,9,15,20,7,16
evm.TU.Chr03.2052,10,15,42,18,3,3,15,6,3,8,2,14,14,0,2,3,19,4
evm.TU.Chr03.2053,5,4,14,1,0,1,2,4,0,9,11,9,2,0,1,3,9,0
evm.TU.Chr03.2054,1674,2639,2586,1940,1790,2261,1800,2086,2428,1721,2405,2090,2184,1901,1690,1543,1834,2653
evm.TU.Chr03.2055,0,0,0,0,0,4,0,0,4,9,6,0,5,10,0,0,16,2
evm.TU.Chr03.2056,796,1221,1418,686,1253,880,1086,580,1150,1116,791,1295,443,729,1070,1188,954,866
evm.TU.Chr03.2057,547,631,580,700,714,512,617,263,475,321,409,601,191,357,570,641,92,336
evm.TU.Chr03.2058,1000,1111,1351,1463,1260,1550,1297,1434,1207,1359,1139,1216,1132,1143,1128,1527,1351,946
evm.TU.Chr03.2059,5206,10950,6672,2174,9499,4855,11601,3064,6103,7607,7497,9192,5096,8573,6197,8065,7049,6999
evm.TU.Chr03.2061,6,31,2,2,302,0,28,2,23,20,0,60,4,2,264,16,0,0
evm.TU.Chr03.2062,216,565,476,314,172,268,305,478,209,268,534,178,179,483,170,317,290,299
evm.TU.Chr03.2063,206,212,212,10,535,29,455,578,725,186,19,381,124,71,503,119,56,162
evm.TU.Chr03.2064,437,482,312,63,755,78,574,826,848,648,236,538,167,184,814,564,535,380
evm.TU.Chr03.2065,135,122,30,59,14,25,91,100,132,103,39,107,46,32,13,43,3,32
evm.TU.Chr03.2065_evm.TU.Chr03.2067,9,20,3,6,6,0,6,40,1,8,7,3,16,1,26,9,0,3
evm.TU.Chr03.2066,5,12,26,28,18,13,9,24,19,9,22,6,7,11,6,2,7,23
evm.TU.Chr03.2068,29,62,26,17,19,53,19,27,65,11,15,66,17,40,46,30,26,34
evm.TU.Chr03.2069,940,900,1604,1077,1244,433,1306,1233,950,1014,633,1590,685,279,1328,1306,971,1166
evm.TU.Chr03.2070,4512,4420,3550,3874,4332,5673,4487,4685,4610,4068,4975,4538,3586,4642,4550,3877,3990,4160
evm.TU.Chr03.2071,1400,110,381,1301,423,418,264,319,465,312,292,94,210,182,169,660,757,427
evm.TU.Chr03.2072,1560,1483,180,2043,2792,2865,3900,5039,1008,5927,6791,2001,5721,4108,1694,3156,5558,2649
evm.TU.Chr03.2073,1802,3774,1597,713,2811,2518,3684,3091,3028,3070,3985,3948,2485,5049,3103,3029,4023,3256
evm.TU.Chr03.2074,58,100,104,211,96,156,78,100,89,103,181,115,74,95,103,83,227,111
evm.TU.Chr03.2075,3014,5519,3700,3794,5361,5136,3998,3748,3611,2767,3889,3513,3855,4514,5599,5056,3287,2971
evm.TU.Chr03.2076,7480,10684,12499,10159,7767,11697,6196,10974,9764,3705,8008,10544,7375,6755,10687,8823,7811,11908
evm.TU.Chr03.2077,4173,6183,4939,3521,5368,4649,5754,7535,4310,3732,7083,5216,3044,4104,5191,5497,2524,5482
evm.TU.Chr03.2078,2177,2681,1262,2557,2645,2075,1812,2167,2169,1358,2028,1428,1394,1998,2326,2157,2171,1269
evm.TU.Chr03.2079,1431,1938,1282,3160,1511,1987,1706,1719,1629,1374,1367,1509,957,1419,1343,1873,1742,979
evm.TU.Chr03.2080,271,46,186,181,54,158,263,32,607,115,324,124,66,88,45,394,326,186
evm.TU.Chr03.2081,8,0,2,42,29,3,12,2,14,3,3,4,6,2,10,8,5,6
evm.TU.Chr03.2082,439,450,551,889,551,489,421,781,632,407,385,459,602,309,988,301,457,697
evm.TU.Chr03.2083,2597,3071,2429,3902,2938,3261,2826,2817,3206,2541,2587,2867,2502,2315,3458,2760,2325,2736
evm.TU.Chr03.2084,38,10,8,3,25,43,11,7,26,44,38,41,16,25,10,25,50,11
evm.TU.Chr03.2085,61656,48041,47958,41056,31262,58458,54388,30335,61267,25367,61114,71027,29398,56037,30967,32418,58100,20491
evm.TU.Chr03.2086,24,10,46,20,8,15,30,8,32,38,44,12,16,18,19,6,35,12
evm.TU.Chr03.2087,4143,2720,3315,3359,3679,5294,2714,3520,3383,2974,3628,3721,3051,3710,3639,3551,4804,3849
evm.TU.Chr03.2088,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
evm.TU.Chr03.2089,8,10,24,4,55,56,7,13,17,17,25,30,28,34,10,4,5,17
evm.TU.Chr03.2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr03.2091,0,52,2,74,117,41,1,67,1,26,45,122,22,16,81,36,42,45
evm.TU.Chr03.2092,8511,9320,9426,7050,8106,9700,8015,8855,8623,8079,8606,7735,7293,7047,8976,8264,8996,8254
evm.TU.Chr03.2093,3509,3673,3690,2834,2879,3319,2430,3580,2694,2280,2794,3080,2462,2421,3530,2557,2473,2835
evm.TU.Chr03.2094,5664,5966,7674,7655,8573,9621,7955,6189,7834,7222,9280,8264,6744,8561,7886,6358,8306,7283
evm.TU.Chr03.2095,19643,49095,24723,11711,31801,53738,17365,33801,49222,21909,36203,76054,34729,43524,52353,23451,21730,25844
evm.TU.Chr03.2096,4819,12387,7156,5995,12382,7729,8103,9384,3263,5158,11566,4890,6830,6828,12016,13825,2812,9996
evm.TU.Chr03.2097,25960,35457,15021,32487,25830,21345,34103,24948,12753,13706,21664,18840,15086,22792,30899,19886,14798,17803
evm.TU.Chr03.2098,7777,12905,7822,4210,12435,10235,12431,10733,10081,9607,11754,11009,8973,13836,12452,11386,13868,10349
evm.TU.Chr03.2099,551,881,554,892,1109,982,687,774,780,643,633,760,470,630,1194,682,724,639
evm.TU.Chr03.2100,3164,2893,2954,2061,3151,3978,3120,2794,2888,2651,3802,3537,2724,3557,3615,2529,3399,2407
evm.TU.Chr03.2101,14549,21584,14782,10435,20474,21553,21095,15787,16859,15678,24136,25315,16752,26258,20446,18780,23991,17411
evm.TU.Chr03.2102,992,1133,1024,994,1213,1316,1106,831,1217,1223,1227,1120,828,1107,982,1232,1126,984
evm.TU.Chr03.2103,59,24,121,16,18,24,96,69,632,28,31,60,48,24,25,187,176,93
evm.TU.Chr03.2104,10,13,11,16,20,12,18,20,25,10,4,16,14,8,14,13,30,12
evm.TU.Chr03.2105,16700,23719,20217,11545,17356,22957,20946,13502,18574,18840,23810,22986,14776,20968,20000,19558,20375,16323
evm.TU.Chr03.2106,102,242,85,2,43,113,81,2,0,128,38,86,128,10,96,252,104,31
evm.TU.Chr03.2107,9347,15029,9378,7180,14014,13516,14247,11317,12634,12100,13965,13210,11526,16734,15151,13885,15794,11685
evm.TU.Chr03.2108,1494,1959,1789,1152,1964,2019,3747,1705,1886,1671,1688,1966,1461,1902,2059,1758,2069,1703
evm.TU.Chr03.2109,4138,5361,978,2888,776,5597,3843,629,589,6572,4481,4592,857,3378,936,863,758,4721
evm.TU.Chr03.2110,68860,448,43,32742,102,973,2103,1069,176,163,474,668,86,218,43,159,1132,398
evm.TU.Chr03.2111,84,48,12,12,20,8,122,77,20,21,15,12,15,1,34,13,279,11
evm.TU.Chr03.2112,2153,3334,2140,1949,3322,2134,2629,2850,3575,2263,2337,2261,1840,2687,3171,3201,2955,2253
evm.TU.Chr03.2113,961,431,839,745,743,563,702,589,870,505,540,463,470,479,766,937,637,434
evm.TU.Chr03.2114,3099,1188,1026,3388,996,1345,1475,617,2217,944,666,3214,672,517,1404,629,961,828
evm.TU.Chr03.2115,3,44,28,25,3,0,15,67,13,7,66,16,2,3,3,37,2,44
evm.TU.Chr03.2116,33,37,30,33,24,25,12,394,311,12,27,74,14,31,11,47,28,34
evm.TU.Chr03.2117,377,1322,569,465,744,1377,768,501,785,711,811,968,662,918,1089,829,730,677
evm.TU.Chr03.2118,292,25,54,16,122,28,96,31,43,31,107,53,73,39,104,50,114,68
evm.TU.Chr03.2119,6622,8328,6415,5148,8384,7190,8011,8129,7321,6628,8135,8640,5584,9035,8181,8040,8304,8062
evm.TU.Chr03.2120,8895,13983,7996,4697,13879,13029,13143,11279,11396,11003,14762,12021,10397,16071,13645,11600,15113,11561
evm.TU.Chr03.2121,587,905,1073,737,866,1261,979,740,1242,828,739,860,831,703,790,808,913,799
evm.TU.Chr03.2122,2728,1420,2270,1999,1695,1244,1518,1118,2167,1393,1004,1366,795,880,2228,1144,1363,1284
evm.TU.Chr03.2123,4313,4951,5237,5297,5029,6800,5014,4784,5759,5196,6532,6716,5093,5548,5291,4682,5100,5768
evm.TU.Chr03.2124,7695,9535,8690,8720,10527,10864,9816,9440,9871,11845,9796,9918,8117,8553,11070,8878,8597,9635
evm.TU.Chr03.2125,602,841,597,729,835,926,688,763,794,751,757,912,663,688,707,759,754,707
evm.TU.Chr03.2126,2064,2344,1616,1775,2097,2027,2153,2023,2004,1796,1857,2081,1551,1798,2026,1762,1792,1885
